State,Year,Month,Solar_MWh,Wind_MWh,Temp,Precip,Wind_Capacity,Solar_Capacity
NV,2004,11,0.0,1397.0,37.8,1.4,0.0,0.0
NV,2005,11,0.0,447.0,42.1,0.74,0.0,0.0
NV,2006,11,0.0,45098.0,40.2,0.61,0.0,0.0
NV,2007,11,0.0,2094914.0,42.3,0.32,0.0,0.0
NV,2008,11,0.0,248653.0,44.4,1.12,0.0,0.0
NV,2009,11,0.0,1309432.0,40.7,0.18,0.0,0.0
NV,2010,11,0.0,628002.0,37.4,1.19,0.0,0.0
NV,2011,11,0.0,1710614.0,37.6,0.38,0.0,0.0
NV,2012,11,0.0,25074.0,43.4,0.48,0.0,0.0
NV,2013,11,0.0,47581.0,41.5,0.74,0.0,0.0
NV,2014,11,0.0,261865.0,41.5,0.71,0.0,0.0
NV,2015,11,0.0,575373.0,35.9,1.29,0.0,0.0
NV,2016,11,0.0,1190973.0,43.2,0.48,0.0,0.0
NV,2017,11,0.0,278990.0,44.4,0.88,0.0,0.0
NV,2018,11,0.0,210558.0,39.4,0.81,0.0,0.0
NV,2019,11,0.0,47974.0,41.8,0.98,0.0,0.0
NV,2020,11,0.0,1164811.0,40.5,0.72,0.0,0.0
NV,2000,12,0.0,530301.0,34.6,0.36,0.0,0.0
NV,2001,12,0.0,45266.0,30.6,1.37,0.0,0.0
NV,2002,12,0.0,1903.0,33.5,0.81,0.0,0.0
NV,2003,12,0.0,475832.0,33.3,1.71,0.0,0.0
NV,2004,12,0.0,35311.0,33.5,1.31,0.0,0.0
NV,2005,12,0.0,346987.0,33.9,1.84,0.0,0.0
NV,2006,12,0.0,177189.0,31.1,0.66,0.0,0.0
NV,2007,12,0.0,2100717.0,29.2,1.38,0.0,0.0
NV,2008,12,0.0,255088.0,30.0,1.12,0.0,0.0
NV,2009,12,0.0,309476.0,26.0,1.21,0.0,0.0
NV,2010,12,0.0,15804.0,35.6,2.82,0.0,0.0
NV,2011,12,0.0,283220.0,30.9,0.11,0.0,0.0
NV,2012,12,0.0,3672.0,31.3,1.81,0.0,0.0
NV,2013,12,0.0,5329615.0,28.4,0.63,0.0,0.0
NV,2014,12,0.0,22200681.0,35.6,1.33,0.0,0.0
NV,2015,12,0.0,74698.0,30.8,1.34,0.0,0.0
NV,2016,12,0.0,38552.0,30.5,1.96,0.0,0.0
NV,2017,12,0.0,278878.0,34.8,0.19,0.0,0.0
NV,2018,12,0.0,197899.0,32.0,0.94,0.0,0.0
NV,2019,12,0.0,162858.0,33.2,1.46,0.0,0.0
NV,2020,12,0.0,422192.0,32.4,0.59,0.0,0.0
NH,2000,1,0.0,14888.0,16.9,3.89,0.0,0.0
NH,2001,1,0.0,46772.0,18.5,1.58,0.0,0.0
NH,2002,1,0.0,423899.0,26.6,2.63,0.0,0.0
NH,2003,1,0.0,857137.0,11.5,2.34,0.0,0.0
NH,2004,1,0.0,1389.0,10.3,0.93,0.0,0.0
NH,2005,1,0.0,368.0,16.0,3.15,0.0,0.0
NH,2006,1,0.0,57811.0,26.4,4.38,0.0,0.0
NH,2007,1,0.0,2457150.0,21.5,3.17,0.0,0.0
NH,2008,1,0.0,234223.0,22.0,2.58,0.0,0.0
NH,2009,1,0.0,1530647.0,12.3,3.04,0.0,0.0
NH,2010,1,0.0,767942.0,21.1,2.78,0.0,0.0
NH,2011,1,0.0,1760910.0,16.8,2.57,0.0,0.0
NH,2012,1,0.0,25699.0,22.7,3.21,0.0,0.0
NH,2013,1,0.0,54742.0,20.2,1.98,0.0,0.0
NH,2014,1,0.0,272074.0,16.5,3.46,0.0,0.0
NH,2015,1,0.0,762957.0,14.6,3.35,0.0,0.0
NH,2016,1,0.0,1155022.0,22.9,1.97,0.0,0.0
NH,2017,1,0.0,295526.0,25.7,2.82,0.0,0.0
NH,2018,1,0.0,177978.0,18.3,4.14,0.0,0.0
NH,2019,1,0.0,58219.0,18.0,5.41,0.0,0.0
NH,2020,1,0.0,1124568.0,25.1,2.75,0.0,0.0
NH,2000,2,0.0,561824.0,22.8,3.56,0.0,0.0
NH,2001,2,0.0,45951.0,20.8,3.22,0.0,0.0
NH,2002,2,0.0,2615.0,25.0,3.06,0.0,0.0
NH,2003,2,0.0,531887.0,16.3,2.73,0.0,0.0
NH,2004,2,0.0,27555.0,20.7,1.34,0.0,0.0
NH,2005,2,0.0,451079.0,22.5,2.8,0.0,0.0
NH,2006,2,0.0,225314.0,22.5,2.4,0.0,0.0
NH,2007,2,0.0,2710655.0,14.9,2.08,0.0,0.0
NH,2008,2,0.0,329711.0,22.2,7.85,0.0,0.0
NH,2009,2,0.0,412138.0,21.7,2.37,0.0,0.0
NH,2010,2,0.0,16578.0,25.3,4.1,0.0,0.0
NH,2011,2,0.0,288796.0,18.7,3.44,0.0,0.0
NH,2012,2,0.0,3939.0,26.9,1.14,0.0,0.0
NH,2013,2,0.0,6602452.0,23.1,3.09,0.0,0.0
NH,2014,2,0.0,25598822.0,18.1,3.68,0.0,0.0
NH,2015,2,0.0,59814.0,8.1,2.42,0.0,0.0
NH,2016,2,0.0,40845.0,25.6,4.72,0.0,0.0
NH,2017,2,0.0,447072.0,26.7,3.12,0.0,0.0
NH,2018,2,0.0,218253.0,27.0,3.43,0.0,0.0
NH,2019,2,0.0,184512.0,21.0,2.93,0.0,0.0
NH,2020,2,0.0,357914.0,24.1,3.36,0.0,0.0
NH,2000,3,0.0,13255.0,35.5,3.75,0.0,0.0
NH,2001,3,0.0,43423.0,26.8,6.06,0.0,0.0
NH,2002,3,0.0,886626.0,30.9,3.93,0.0,0.0
NH,2003,3,0.0,724499.0,28.4,3.2,0.0,0.0
NH,2004,3,0.0,1148.0,32.4,1.8,0.0,0.0
NH,2005,3,0.0,496.0,26.6,3.98,0.0,0.0
NH,2006,3,0.0,51471.0,30.1,1.42,0.0,0.0
NH,2007,3,0.0,1694224.0,28.1,3.54,0.0,0.0
NH,2008,3,0.0,217452.0,27.3,5.17,0.0,0.0
NH,2009,3,0.0,1197845.0,30.1,2.84,0.0,0.0
NH,2010,3,0.0,512065.0,37.0,7.41,0.0,0.0
NH,2011,3,0.0,1548885.0,29.3,4.87,0.0,0.0
NH,2012,3,0.0,17971.0,38.9,1.95,0.0,0.0
NH,2013,3,0.0,48739.0,30.8,2.29,0.0,0.0
NH,2014,3,0.0,223395.0,21.6,4.11,0.0,0.0
NH,2015,3,0.0,534833.0,23.8,1.65,0.0,0.0
NH,2016,3,0.0,987331.0,35.2,3.46,0.0,0.0
NH,2017,3,0.0,233643.0,25.3,3.11,0.0,0.0
NH,2018,3,0.0,168784.0,30.3,2.76,0.0,0.0
NH,2019,3,0.0,56482.0,27.4,1.73,0.0,0.0
NH,2020,3,0.0,1034175.0,34.2,3.08,0.0,0.0
NH,2000,4,0.0,461357.0,41.3,6.4,0.0,0.0
NH,2001,4,0.0,37957.0,40.8,1.09,0.0,0.0
NH,2002,4,0.0,2463.0,44.0,4.53,0.0,0.0
NH,2003,4,0.0,552620.0,38.7,2.98,0.0,0.0
NH,2004,4,0.0,25582.0,42.4,5.6,0.0,0.0
NH,2005,4,0.0,427263.0,44.0,5.61,0.0,0.0
NH,2006,4,0.0,162965.0,44.1,2.98,0.0,0.0
NH,2007,4,0.0,2262133.0,39.2,7.32,0.0,0.0
NH,2008,4,0.0,768183.0,44.0,3.92,0.0,0.0
NH,2009,4,0.0,386137.0,44.4,3.5,0.0,0.0
NH,2010,4,0.0,14498.0,46.7,2.82,0.0,0.0
NH,2011,4,0.0,237897.0,42.4,5.42,0.0,0.0
NH,2012,4,0.0,3507.0,44.2,3.24,0.0,0.0
NH,2013,4,0.0,6041103.0,42.0,2.44,0.0,0.0
NH,2014,4,0.0,23189489.0,41.6,3.03,0.0,0.0
NH,2015,4,0.0,58155.0,40.6,2.8,0.0,0.0
NH,2016,4,0.0,34600.0,40.2,2.53,0.0,0.0
NH,2017,4,0.0,862625.0,45.8,4.48,0.0,0.0
NH,2018,4,0.0,161724.0,38.0,4.66,0.0,0.0
NH,2019,4,0.0,159693.0,42.4,5.73,0.0,0.0
NH,2020,4,0.0,332286.0,39.6,4.79,0.0,0.0
NH,2000,5,0.0,15414.0,52.7,4.65,0.0,0.0
NH,2001,5,0.0,54741.0,55.2,1.92,0.0,0.0
NH,2002,5,0.0,1060316.0,50.6,4.69,0.0,0.0
NH,2003,5,0.0,1004875.0,52.0,4.5,0.0,0.0
NH,2004,5,0.0,1413.0,55.2,5.41,0.0,0.0
NH,2005,5,0.0,761.0,48.6,5.16,0.0,0.0
NH,2006,5,0.0,59852.0,53.7,9.17,0.0,0.0
NH,2007,5,0.0,2130875.0,54.3,3.54,0.0,0.0
NH,2008,5,0.0,274130.0,51.4,1.12,0.0,0.0
NH,2009,5,0.0,1284499.0,53.3,4.7,0.0,0.0
NH,2010,5,0.0,617171.0,56.7,2.29,0.0,0.0
NH,2011,5,0.0,1942967.0,55.8,5.09,0.0,0.0
NH,2012,5,0.0,27462.0,57.0,5.74,0.0,0.0
NH,2013,5,0.0,56675.0,54.9,5.48,0.0,0.0
NH,2014,5,0.0,279276.0,54.0,4.56,0.0,0.0
NH,2015,5,0.0,589425.0,58.9,1.95,0.0,0.0
NH,2016,5,0.0,1067198.0,54.8,2.43,0.0,0.0
NH,2017,5,0.0,305335.0,52.2,6.55,0.0,0.0
NH,2018,5,0.0,214197.0,57.3,1.65,0.0,0.0
NH,2019,5,0.0,66519.0,51.3,4.54,0.0,0.0
NH,2020,5,0.0,919117.0,53.5,2.73,0.0,0.0
NH,2000,6,0.0,523161.0,61.6,3.83,0.0,0.0
NH,2001,6,0.0,46750.0,64.2,4.84,0.0,0.0
NH,2002,6,0.0,1808.0,60.6,6.03,0.0,0.0
NH,2003,6,0.0,607798.0,62.5,2.9,0.0,0.0
NH,2004,6,0.0,32249.0,60.0,2.59,0.0,0.0
NH,2005,6,0.0,305373.0,66.0,5.36,0.0,0.0
NH,2006,6,0.0,185843.0,63.8,9.2,0.0,0.0
NH,2007,6,0.0,2745154.0,62.5,3.43,0.0,0.0
NH,2008,6,0.0,624885.0,63.9,6.29,0.0,0.0
NH,2009,6,0.0,291675.0,60.2,6.24,0.0,0.0
NH,2010,6,0.0,16970.0,63.0,4.62,0.0,0.0
NH,2011,6,0.0,279551.0,62.1,4.44,0.0,0.0
NH,2012,6,0.0,4078.0,62.1,5.39,0.0,0.0
NH,2013,6,0.0,7209913.0,63.2,7.04,0.0,0.0
NH,2014,6,0.0,26463704.0,62.8,3.91,0.0,0.0
NH,2015,6,0.0,87151.0,60.2,7.34,0.0,0.0
NH,2016,6,0.0,38802.0,62.6,2.89,0.0,0.0
NH,2017,6,0.0,707910.0,62.6,5.24,0.0,0.0
NH,2018,6,0.0,182730.0,61.4,3.75,0.0,0.0
NH,2019,6,0.0,180792.0,61.6,5.3,0.0,0.0
NH,2020,6,0.0,418895.0,63.9,2.45,0.0,0.0
NH,2000,7,0.0,15324.0,63.7,5.15,0.0,0.0
NH,2001,7,0.0,55238.0,64.3,3.57,0.0,0.0
NH,2002,7,0.0,1233549.0,67.5,2.13,0.0,0.0
NH,2003,7,0.0,986138.0,67.6,3.21,0.0,0.0
NH,2004,7,0.0,1000.0,65.9,4.74,0.0,0.0
NH,2005,7,0.0,623.0,68.7,4.05,0.0,0.0
NH,2006,7,0.0,59504.0,70.0,5.53,0.0,0.0
NH,2007,7,0.0,2099495.0,65.6,5.02,0.0,0.0
NH,2008,7,0.0,276617.0,68.3,7.09,0.0,0.0
NH,2009,7,0.0,1095794.0,64.0,7.66,0.0,0.0
NH,2010,7,0.0,464650.0,70.4,3.48,0.0,0.0
NH,2011,7,0.0,1821887.0,69.1,2.69,0.0,0.0
NH,2012,7,0.0,23742.0,68.9,2.95,0.0,0.0
NH,2013,7,0.0,56345.0,70.6,5.9,0.0,0.0
NH,2014,7,0.0,192063.0,67.9,7.27,0.0,0.0
NH,2015,7,0.0,467978.0,66.9,3.71,0.0,0.0
NH,2016,7,0.0,957226.0,68.5,3.46,0.0,0.0
NH,2017,7,0.0,279735.0,66.5,3.89,0.0,0.0
NH,2018,7,0.0,216387.0,69.9,4.96,0.0,0.0
NH,2019,7,0.0,64201.0,70.0,3.67,0.0,0.0
NH,2020,7,0.0,1050094.0,71.0,4.57,0.0,0.0
NH,2000,8,0.0,486835.0,63.7,3.12,0.0,0.0
NH,2001,8,0.0,33059.0,68.6,1.78,0.0,0.0
NH,2002,8,0.0,2103.0,68.3,2.04,0.0,0.0
NH,2003,8,0.0,667906.0,67.9,6.24,0.0,0.0
NH,2004,8,0.0,32542.0,65.7,5.81,0.0,0.0
NH,2005,8,0.0,360111.0,67.4,4.02,0.0,0.0
NH,2006,8,0.0,148036.0,63.8,4.49,0.0,0.0
NH,2007,8,0.0,2815747.0,65.6,2.73,0.0,0.0
NH,2008,8,0.0,732878.0,63.8,5.81,0.0,0.0
NH,2009,8,0.0,334465.0,67.0,5.17,0.0,0.0
NH,2010,8,0.0,14299.0,66.0,3.75,0.0,0.0
NH,2011,8,0.0,267678.0,66.2,9.09,0.0,0.0
NH,2012,8,0.0,4054.0,68.2,4.76,0.0,0.0
NH,2013,8,0.0,7476862.0,64.8,3.34,0.0,0.0
NH,2014,8,0.0,26430857.0,64.0,3.58,0.0,0.0
NH,2015,8,0.0,63720.0,67.6,3.59,0.0,0.0
NH,2016,8,0.0,30017.0,68.2,4.17,0.0,0.0
NH,2017,8,0.0,793400.0,64.1,3.66,0.0,0.0
NH,2018,8,0.0,145402.0,69.2,5.86,0.0,0.0
NH,2019,8,0.0,181459.0,65.7,4.03,0.0,0.0
NH,2020,8,0.0,422695.0,66.6,2.65,0.0,0.0
NH,2000,9,0.0,13659.0,56.2,3.08,0.0,0.0
NH,2001,9,0.0,41093.0,58.3,4.28,0.0,0.0
NH,2002,9,0.0,1928778.0,61.2,3.84,0.0,0.0
NH,2003,9,0.0,696824.0,58.6,5.34,0.0,0.0
NH,2004,9,0.0,899.0,58.5,4.55,0.0,0.0
NH,2005,9,0.0,314.0,60.9,3.47,0.0,0.0
NH,2006,9,0.0,53040.0,56.9,2.51,0.0,0.0
NH,2007,9,0.0,1506596.0,59.0,3.37,0.0,0.0
NH,2008,9,0.0,205785.0,58.4,6.51,0.0,0.0
NH,2009,9,0.0,859266.0,56.0,1.63,0.0,0.0
NH,2010,9,0.0,422666.0,60.1,2.95,0.0,0.0
NH,2011,9,0.0,1450364.0,61.0,6.03,0.0,0.0
NH,2012,9,0.0,14543.0,57.5,5.06,0.0,0.0
NH,2013,9,0.0,50225.0,57.4,5.08,0.0,0.0
NH,2014,9,0.0,173122.0,57.8,1.63,0.0,0.0
NH,2015,9,0.0,411219.0,62.7,5.36,0.0,0.0
NH,2016,9,0.0,755266.0,60.5,2.11,0.0,0.0
NH,2017,9,0.0,189577.0,62.2,2.96,0.0,0.0
NH,2018,9,0.0,160752.0,61.1,4.8,0.0,0.0
NH,2019,9,0.0,44345.0,57.5,2.34,0.0,0.0
NH,2020,9,0.0,764133.0,58.5,1.65,0.0,0.0
NH,2000,10,0.0,390556.0,46.2,2.98,0.0,0.0
NH,2001,10,0.0,29727.0,47.9,1.74,0.0,0.0
NH,2002,10,0.0,1849.0,43.7,3.64,0.0,0.0
NH,2003,10,0.0,511984.0,44.9,6.4,0.0,0.0
NH,2004,10,0.0,24209.0,46.0,1.98,0.0,0.0
NH,2005,10,0.0,322711.0,48.4,13.65,0.0,0.0
NH,2006,10,0.0,134511.0,45.6,7.85,0.0,0.0
NH,2007,10,0.0,2391288.0,51.4,4.97,0.0,0.0
NH,2008,10,0.0,803265.0,45.0,3.85,0.0,0.0
NH,2009,10,0.0,287880.0,43.4,5.99,0.0,0.0
NH,2010,10,0.0,10854.0,46.3,7.84,0.0,0.0
NH,2011,10,0.0,204244.0,48.2,6.22,0.0,0.0
NH,2012,10,0.0,3614.0,49.7,5.51,0.0,0.0
NH,2013,10,0.0,7671801.0,48.0,1.55,0.0,0.0
NH,2014,10,0.0,23953128.0,49.8,5.67,0.0,0.0
NH,2015,10,0.0,58631.0,45.2,4.05,0.0,0.0
NH,2016,10,0.0,29413.0,48.0,4.6,0.0,0.0
NH,2017,10,0.0,751372.0,53.9,7.83,0.0,0.0
NH,2018,10,0.0,122615.0,45.0,4.54,0.0,0.0
NH,2019,10,0.0,145681.0,47.9,5.83,0.0,0.0
NH,2020,10,0.0,314457.0,47.1,5.66,0.0,0.0
NH,2000,11,0.0,14323.0,36.1,3.8,0.0,0.0
NH,2001,11,0.0,45470.0,38.9,2.21,0.0,0.0
NH,2002,11,0.0,1783637.0,33.3,4.84,0.0,0.0
NH,2003,11,0.0,797584.0,37.4,3.77,0.0,0.0
NH,2004,11,0.0,772.0,35.7,4.1,0.0,0.0
NH,2005,11,0.0,269.0,36.6,5.63,0.0,0.0
NH,2006,11,0.0,55618.0,41.0,4.67,0.0,0.0
NH,2007,11,0.0,1696041.0,33.5,4.43,0.0,0.0
NH,2008,11,0.0,227704.0,35.5,4.44,0.0,0.0
NH,2009,11,0.0,616332.0,40.0,4.1,0.0,0.0
NH,2010,11,0.0,275657.0,36.1,3.66,0.0,0.0
NH,2011,11,0.0,1872021.0,40.2,3.41,0.0,0.0
NH,2012,11,0.0,13989.0,34.3,0.8,0.0,0.0
NH,2013,11,0.0,52666.0,33.2,3.89,0.0,0.0
NH,2014,11,0.0,149036.0,33.8,3.27,0.0,0.0
NH,2015,11,0.0,296986.0,39.6,2.36,0.0,0.0
NH,2016,11,0.0,884135.0,37.9,3.04,0.0,0.0
NH,2017,11,0.0,244409.0,34.6,2.04,0.0,0.0
NH,2018,11,0.0,178959.0,31.2,7.75,0.0,0.0
NH,2019,11,0.0,21604.0,31.5,3.7,0.0,0.0
NH,2020,11,0.0,763410.0,38.5,3.07,0.0,0.0
NH,2000,12,0.0,468162.0,19.2,4.56,0.0,0.0
NH,2001,12,0.0,25530.0,30.6,2.58,0.0,0.0
NH,2002,12,0.0,1402.0,22.7,3.53,0.0,0.0
NH,2003,12,0.0,521130.0,24.2,6.77,0.0,0.0
NH,2004,12,0.0,26788.0,23.0,4.39,0.0,0.0
NH,2005,12,0.0,243637.0,22.7,4.21,0.0,0.0
NH,2006,12,0.0,89527.0,31.5,3.65,0.0,0.0
NH,2007,12,0.0,2743086.0,21.6,4.73,0.0,0.0
NH,2008,12,0.0,897540.0,24.4,6.15,0.0,0.0
NH,2009,12,0.0,219435.0,23.2,4.43,0.0,0.0
NH,2010,12,0.0,9924.0,23.1,4.3,0.0,0.0
NH,2011,12,0.0,244807.0,29.4,4.22,0.0,0.0
NH,2012,12,0.0,3789.0,28.7,5.43,0.0,0.0
NH,2013,12,0.0,7688998.0,22.2,3.68,0.0,0.0
NH,2014,12,0.0,24702856.0,28.7,5.47,0.0,0.0
NH,2015,12,0.0,82118.0,35.2,5.43,0.0,0.0
NH,2016,12,0.0,24119.0,24.4,4.19,0.0,0.0
NH,2017,12,0.0,836278.0,19.6,3.47,0.0,0.0
NH,2018,12,0.0,94199.0,24.7,3.5,0.0,0.0
NH,2019,12,0.0,143811.0,24.7,5.04,0.0,0.0
NH,2020,12,0.0,347952.0,27.8,4.87,0.0,0.0
NJ,2000,1,0.0,8944.0,30.0,3.1,0.0,0.0
NJ,2001,1,0.0,36288.0,29.8,3.03,0.0,0.0
NJ,2002,1,0.0,1565462.0,36.9,2.21,0.0,0.0
NJ,2003,1,0.0,738799.0,26.4,2.54,0.0,0.0
NJ,2004,1,0.0,651.0,24.6,1.98,0.0,0.0
NJ,2005,1,0.0,296.0,30.1,4.35,0.0,0.0
NJ,2006,1,0.0,34731.0,38.7,5.17,0.0,0.0
NJ,2007,1,0.0,1010780.0,36.7,3.6,0.0,0.0
NJ,2008,1,0.0,181718.0,34.3,2.06,0.0,0.0
NJ,2009,1,0.0,565777.0,26.9,2.93,0.0,0.0
NJ,2010,1,0.0,223408.0,31.2,2.64,0.0,0.0
NJ,2011,1,0.0,914385.0,27.2,3.33,0.0,0.0
NJ,2012,1,0.0,11660.0,35.6,2.78,0.0,0.0
NJ,2013,1,0.0,32887.0,33.9,3.0,0.0,0.0
NJ,2014,1,0.0,123876.0,26.0,3.12,0.0,0.0
NJ,2015,1,0.0,243170.0,27.9,4.43,0.0,0.0
NJ,2016,1,0.0,596233.0,31.4,3.19,0.0,0.0
NJ,2017,1,0.0,127817.0,36.2,3.71,0.0,0.0
NJ,2018,1,0.0,141409.0,29.2,2.72,0.0,0.0
NJ,2019,1,0.0,30293.0,31.6,4.49,0.0,0.0
NJ,2020,1,0.0,638342.0,37.1,2.31,0.0,0.0
NJ,2000,2,0.0,305364.0,35.3,2.16,0.0,0.0
NJ,2001,2,0.0,21527.0,35.0,2.62,0.0,0.0
NJ,2002,2,0.0,1328.0,38.4,0.75,0.0,0.0
NJ,2003,2,0.0,334043.0,28.2,4.69,0.0,0.0
NJ,2004,2,0.0,21378.0,33.1,2.52,0.0,0.0
NJ,2005,2,0.0,232803.0,34.2,2.42,0.0,0.0
NJ,2006,2,0.0,66534.0,34.2,1.76,0.0,0.0
NJ,2007,2,0.0,1150305.0,27.1,1.97,0.0,0.0
NJ,2008,2,0.0,798511.0,35.2,5.24,0.0,0.0
NJ,2009,2,0.0,205849.0,35.1,0.66,0.0,0.0
NJ,2010,2,0.0,9834.0,31.1,4.62,0.0,0.0
NJ,2011,2,0.0,143229.0,34.4,3.07,0.0,0.0
NJ,2012,2,0.0,2366.0,38.9,1.33,0.0,0.0
NJ,2013,2,0.0,4647114.0,32.8,2.89,0.0,0.0
NJ,2014,2,0.0,16446574.0,29.5,4.96,0.0,0.0
NJ,2015,2,0.0,60766.0,22.3,2.18,0.0,0.0
NJ,2016,2,0.0,20637.0,36.0,4.08,0.0,0.0
NJ,2017,2,0.0,756313.0,40.4,1.64,0.0,0.0
NJ,2018,2,0.0,76003.0,39.4,6.08,0.0,0.0
NJ,2019,2,0.0,88063.0,34.7,3.26,0.0,0.0
NJ,2020,2,0.0,277682.0,39.0,2.79,0.0,0.0
NJ,2000,3,0.0,11272.0,45.6,4.61,0.0,0.0
NJ,2001,3,0.0,37631.0,38.2,5.95,0.0,0.0
NJ,2002,3,0.0,1645088.0,42.9,4.21,0.0,0.0
NJ,2003,3,0.0,716447.0,41.3,4.07,0.0,0.0
NJ,2004,3,0.0,543.0,42.8,3.3,0.0,0.0
NJ,2005,3,0.0,211.0,37.1,4.01,0.0,0.0
NJ,2006,3,0.0,43772.0,41.8,0.82,0.0,0.0
NJ,2007,3,0.0,1216628.0,40.9,4.11,0.0,0.0
NJ,2008,3,0.0,188448.0,41.7,4.09,0.0,0.0
NJ,2009,3,0.0,570903.0,40.8,2.01,0.0,0.0
NJ,2010,3,0.0,259515.0,46.2,8.66,0.0,0.0
NJ,2011,3,0.0,1372416.0,41.2,5.55,0.0,0.0
NJ,2012,3,0.0,11498.0,49.8,1.65,0.0,0.0
NJ,2013,3,0.0,41448.0,38.6,2.89,0.0,0.0
NJ,2014,3,0.0,101391.0,35.4,3.97,0.0,0.0
NJ,2015,3,0.0,263478.0,35.9,4.55,0.0,0.0
NJ,2016,3,0.0,609713.0,47.0,1.87,0.0,0.0
NJ,2017,3,0.0,194583.0,38.9,4.06,0.0,0.0
NJ,2018,3,0.0,147778.0,38.3,4.64,0.0,0.0
NJ,2019,3,0.0,23617.0,39.4,3.84,0.0,0.0
NJ,2020,3,0.0,638308.0,46.2,3.68,0.0,0.0
NJ,2000,4,0.0,355165.0,49.8,3.33,0.0,0.0
NJ,2001,4,0.0,17969.0,51.4,1.83,0.0,0.0
NJ,2002,4,0.0,1293.0,53.9,3.83,0.0,0.0
NJ,2003,4,0.0,372787.0,48.5,2.86,0.0,0.0
NJ,2004,4,0.0,22170.0,51.9,5.32,0.0,0.0
NJ,2005,4,0.0,241176.0,52.5,4.48,0.0,0.0
NJ,2006,4,0.0,74831.0,53.4,3.64,0.0,0.0
NJ,2007,4,0.0,2080249.0,48.6,8.45,0.0,0.0
NJ,2008,4,0.0,834265.0,53.0,2.67,0.0,0.0
NJ,2009,4,0.0,199858.0,52.5,4.4,0.0,0.0
NJ,2010,4,0.0,8717.0,55.5,2.51,0.0,0.0
NJ,2011,4,0.0,182031.0,53.9,5.67,0.0,0.0
NJ,2012,4,0.0,2982.0,52.6,2.87,0.0,0.0
NJ,2013,4,0.0,5968274.0,51.5,2.6,0.0,0.0
NJ,2014,4,0.0,19846437.0,50.3,4.42,0.0,0.0
NJ,2015,4,0.0,75877.0,51.5,2.67,0.0,0.0
NJ,2016,4,0.0,18455.0,50.7,2.26,0.0,0.0
NJ,2017,4,0.0,819258.0,55.9,3.82,0.0,0.0
NJ,2018,4,0.0,78581.0,48.0,4.17,0.0,0.0
NJ,2019,4,0.0,109844.0,54.8,3.97,0.0,0.0
NJ,2020,4,0.0,287966.0,48.5,4.01,0.0,0.0
NJ,2000,5,0.0,10183.0,62.0,3.82,0.0,0.0
NJ,2001,5,0.0,38283.0,61.6,3.17,0.0,0.0
NJ,2002,5,0.0,1258636.0,59.2,4.26,0.0,0.0
NJ,2003,5,0.0,699408.0,56.9,3.77,0.0,0.0
NJ,2004,5,0.0,696.0,66.0,3.75,0.0,0.0
NJ,2005,5,0.0,386.0,56.6,2.56,0.0,0.0
NJ,2006,5,0.0,39541.0,61.4,3.03,0.0,0.0
NJ,2007,5,0.0,1668435.0,62.8,1.58,0.0,0.0
NJ,2008,5,0.0,191712.0,57.9,4.57,0.0,0.0
NJ,2009,5,0.0,678625.0,61.3,4.43,0.0,0.0
NJ,2010,5,0.0,271794.0,64.0,3.35,0.0,0.0
NJ,2011,5,0.0,1559773.0,63.7,3.77,0.0,0.0
NJ,2012,5,0.0,11946.0,65.1,4.27,0.0,0.0
NJ,2013,5,0.0,37442.0,60.9,3.82,0.0,0.0
NJ,2014,5,0.0,133502.0,62.0,4.72,0.0,0.0
NJ,2015,5,0.0,295143.0,66.1,1.21,0.0,0.0
NJ,2016,5,0.0,885005.0,60.2,4.79,0.0,0.0
NJ,2017,5,0.0,223427.0,60.0,6.51,0.0,0.0
NJ,2018,5,0.0,149384.0,65.2,5.8,0.0,0.0
NJ,2019,5,0.0,28285.0,62.8,6.75,0.0,0.0
NJ,2020,5,0.0,902069.0,59.0,2.47,0.0,0.0
NJ,2000,6,0.0,465944.0,70.3,4.38,0.0,0.0
NJ,2001,6,0.0,23020.0,71.0,5.24,0.0,0.0
NJ,2002,6,0.0,1414.0,70.1,4.94,0.0,0.0
NJ,2003,6,0.0,405915.0,67.4,8.43,0.0,0.0
NJ,2004,6,0.0,22554.0,69.0,3.05,0.0,0.0
NJ,2005,6,0.0,260025.0,72.1,3.53,0.0,0.0
NJ,2006,6,0.0,101828.0,70.1,7.88,0.0,0.0
NJ,2007,6,0.0,1867827.0,70.6,4.05,0.0,0.0
NJ,2008,6,0.0,511653.0,73.0,3.09,0.0,0.0
NJ,2009,6,0.0,221356.0,67.6,6.79,0.0,0.0
NJ,2010,6,0.0,9925.0,73.9,2.24,0.0,0.0
NJ,2011,6,0.0,229779.0,71.9,3.43,0.0,0.0
NJ,2012,6,0.0,2694.0,70.0,4.3,0.0,0.0
NJ,2013,6,0.0,4164624.0,71.2,9.49,0.0,0.0
NJ,2014,6,0.0,18519671.0,70.6,3.32,0.0,0.0
NJ,2015,6,0.0,75070.0,70.3,8.12,0.0,0.0
NJ,2016,6,0.0,21726.0,70.6,2.4,0.0,0.0
NJ,2017,6,0.0,559132.0,70.4,3.32,0.0,0.0
NJ,2018,6,0.0,92590.0,70.1,3.3,0.0,0.0
NJ,2019,6,0.0,105968.0,70.6,5.15,0.0,0.0
NJ,2020,6,0.0,292954.0,71.4,3.05,0.0,0.0
NJ,2000,7,0.0,11757.0,71.0,5.76,0.0,0.0
